MUNICIPIO,LOCALIDAD, HABITANTES ,LATITUD,LONGITUD,
Tetela del Volc·n,Tetela del Volc·n,10199,18.8974,-98.72676,
Quecholac,Quecholac,10216,18.95424,-97.65803,
Buenavista,Felipe Carrillo Puerto (La Ruana),10217,19.16298,-102.70662,
Zumpango,Fraccionamiento la Trinidad,10230,19.82906,-99.08298,
Cuitzeo,Cuitzeo del Porvenir,10239,19.96859,-101.14439,
Manzanillo,El Colomo,10255,19.06148,-104.25386,
Dr. Arroyo,Doctor Arroyo,10272,23.67264,-100.18168,
Cuajinicuilapa,Cuajinicuilapa,10282,16.47074,-98.41023,
Nahuatzen,Nahuatzen,10283,19.65513,-101.91863,
Hecelchak·n,Hecelchak·n,10285,20.17819,-90.13572,
Cuatro CiÈnegas,Cuatro CiÈnegas de Carranza,10309,26.984,-102.06135,
Chiautla,Ciudad de Chiautla de Tapia,10320,18.30189,-98.60254,
Celaya,RincÛn de Tamayo,10324,20.42267,-100.75832,
Villa de Reyes,Villa de Reyes,10383,21.81346,-100.93556,
Buenavista,Buenavista Tomatl·n,10390,19.21446,-102.58852,
Ciudad del MaÌz,Ciudad del MaÌz,10391,22.40182,-99.60532,
La Paz,Profesor Carlos Hank Gonz·lez,10416,19.37335,-98.93972,
Angel Albino Corzo,Jaltenango de la Paz (Angel Albino Corzo),10427,15.87305,-92.72559,
BahÌa de Banderas,San Juan de Abajo,10442,20.81553,-105.19441,
Zaragoza,Zaragoza,10461,28.49281,-100.92212,
Acatl·n de Ju·rez,Acatl·n de Ju·rez,10461,20.42028,-103.59408,
Tangamandapio,Santiago Tangamandapio,10463,19.95509,-102.432,
Los Cabos,Las Veredas,10478,23.14562,-109.71338,
San AgustÌn Tlaxiaca,San AgustÌn Tlaxiaca,10496,20.1094,-98.88824,
El MarquÈs,La CaÒada,10506,20.61282,-100.32991,
Chapala,Ajijic,10509,20.29958,-103.27023,
Tecamachalco,San Mateo Tlaixpan,10513,18.91512,-97.73514,
Huautla de JimÈnez,Huautla de JimÈnez,10528,18.12974,-96.83754,
Bocoyna,San Juanito,10535,27.97779,-107.60539,
Arteaga,Arteaga,10537,18.35756,-102.29172,
El Naranjo,El Naranjo,10562,22.52634,-99.32539,
Tlaltizap·n,Tlaltizap·n,10563,18.68813,-99.12258,
Ocosingo,Nueva Palestina,10588,16.81723,-91.26192,
Milpa Alta,Santa Ana Tlacotenco,10593,19.17424,-98.99933,
San Francisco Telixtlahuaca,San Francisco Telixtlahuaca,10618,17.3003,-96.91269,
Soto la Marina,Soto la Marina,10620,23.76819,-98.20483,
Xochitepec,Unidad Habitacional JosÈ MarÌa Morelos y PavÛn,10625,18.81734,-99.26324,
Comalcalco,Tecolutilla,10637,18.28243,-93.33387,
Xonacatl·n,Santa MarÌa Zolotepec,10656,19.41615,-99.49352,
Leonardo Bravo,Chichihualco,10690,17.65679,-99.67562,
Chalco,Santa Catarina Ayotzingo,10702,19.2078,-98.92915,
Tlalnepantla de Baz,Puerto Escondido (Tepeolulco Puerto Escondido),10717,19.55399,-99.09675,
Zacatepec,San Nicol·s Galeana,10726,18.63767,-99.21418,
Chocam·n,Chocam·n,10727,19.01376,-97.02829,
Zaragoza,Zaragoza,10743,19.76983,-97.55363,
Vista Hermosa,Vista Hermosa de Negrete,10752,20.2712,-102.47787,
Poanas,Villa UniÛn,10753,23.97179,-104.04679,
PlatÛn S·nchez,PlatÛn S·nchez,10758,21.27432,-98.37392,
Simojovel,Simojovel de Allende,10762,17.13792,-92.7104,
Chahuites,Chahuites,10763,16.29199,-94.19275,
Ayala,Anenecuilco,10773,18.77923,-98.98657,
Coalcom·n de V·zquez Pallares,Coalcom·n de V·zquez Pallares,10784,18.78032,-103.15987,
Villa Corzo,Villa Corzo,10841,16.17938,-93.26519,
Nacajuca,Pomoca,10864,18.04948,-92.9291,
Villa Corzo,El Parral,10865,16.36708,-92.99578,
Nuevo Ideal,Nuevo Ideal,10876,24.8881,-105.07168,
Chietla,Atencingo,10879,18.51143,-98.60231,
Putla Villa de Guerrero,Putla Villa de Guerrero,10925,17.02717,-97.92426,
Morelia,Conjunto Habitacional Villas del Pedregal,10934,19.67849,-101.30661,
Atlautla,Atlautla de Victoria,10967,19.0301,-98.78074,
Centro,Parrilla II,10967,17.87935,-92.92185,
Acanceh,Acanceh,10968,20.81301,-89.4548,
Tixkokob,Tixkokob,10968,20.99935,-89.39147,
Zimatl·n de ¡lvarez,Zimatl·n de ¡lvarez,10986,16.86263,-96.78313,
Zumpango,San Bartolo Cuautlalpan,10989,19.8148,-99.00635,
Saucillo,Saucillo,11004,28.03293,-105.29257,
Amatit·n,Amatit·n,11006,20.83449,-103.73273,
Jalpan de Serra,Jalpan de Serra,11010,21.21731,-99.46967,
Mineral del Monte,Mineral del Monte,11015,20.14042,-98.67785,
OthÛn P. Blanco,Bacalar,11048,18.67028,-88.39934,
San MatÌas Tlalancaleca,San MatÌas Tlalancaleca,11076,19.32288,-98.49813,
Tlajomulco de Z˙Òiga,Fraccionamiento Villas de la Hacienda,11078,20.5319,-103.38623,
Francisco I. Madero,Tepatepec,11084,20.24677,-99.09139,
Jaltenco,Jaltenco,11093,19.75426,-99.09247,
Chignautla,Chignautla,11096,19.81254,-97.39066,
CÛrdoba,La Luz Francisco I. Madero (San Rom·n),11099,18.87912,-96.96659,
Metepec,San BartolomÈ Tlaltelulco,11141,19.22697,-99.6347,
Calimaya,Calimaya de DÌaz Gonz·lez,11165,19.1615,-99.61775,
MedellÌn,El Tejar,11168,19.0768,-96.16057,
Casimiro Castillo,La Resolana,11180,19.60598,-104.44098,
Tlajomulco de Z˙Òiga,Santa Cruz de las Flores,11204,20.48597,-103.50153,
Gonz·lez,Gonz·lez,11212,22.82598,-98.42845,
Chalco,San Pablo Atlazalpan,11236,19.21862,-98.91049,
Otzolotepec,Villa CuauhtÈmoc,11241,19.41077,-99.56081,
San Miguel Xoxtla,San Miguel Xoxtla,11269,19.16831,-98.31039,
Nicol·s Romero,Progreso Industrial,11289,19.63514,-99.35552,
Nacajuca,Nacajuca,11289,18.16995,-93.01497,
Ahome,Ahome,11331,25.92133,-109.17528,
Degollado,Degollado,11376,20.4453,-102.14078,
Ensenada,Vicente Guerrero,11455,30.72178,-115.99123,
Milpa Alta,San Francisco Tecoxpa,11456,19.19473,-99.0055,
Cedral,Cedral,11468,23.81575,-100.72361,
Muna,Muna,11469,20.49245,-89.70885,
Tianguistenco,San Pedro Tlaltizapan,11472,19.19831,-99.50279,
Nacozari de GarcÌa,Nacozari de GarcÌa,11489,30.37311,-109.68865,
Canatl·n,Canatl·n,11495,24.52505,-104.77177,
Nealtican,San Buenaventura Nealtican,11517,19.05147,-98.42649,
Gustavo DÌaz Ordaz,Ciudad Gustavo DÌaz Ordaz,11523,26.22388,-98.59181,
Juan R. Escudero,Tierra Colorada,11540,17.16616,-99.52832,
Espita,Espita,11551,21.01101,-88.30301,
QuerÈtaro,San Pedro M·rtir,11552,20.61945,-100.47151,
Los Cabos,Las Palmas,11562,22.93787,-109.94464,
Jes˙s MarÌa,Jes˙s GÛmez Portugal (Margaritas),11589,21.99207,-102.28874,
El Arenal,El Arenal,11610,20.7734,-103.69587,
Coronango,San Francisco Ocotl·n (Ocotl·n),11636,19.12899,-98.27891,
Tenancingo,Tenancingo,11636,19.15045,-98.20405,
Tihuatl·n,Plan de Ayala,11657,20.5475,-97.4749,
CalkinÌ,DzitbalchÈ,11686,20.32049,-90.05601,
San Sebasti·n Tutla,El Rosario,11707,17.04481,-96.69208,
FortÌn,CÛrdoba (Santa Leticia),11720,18.90854,-96.97876,
Ayotl·n,Ayotl·n,11724,20.53386,-102.32646,
JosÈ MarÌa Morelos,JosÈ MarÌa Morelos,11750,19.74909,-88.71061,
MulegÈ,Santa RosalÌa,11765,27.34125,-112.26883,
Florencio Villarreal,Cruz Grande,11783,16.72315,-99.12986,
Chalco,San Juan Tezompa,11819,19.2073,-98.96021,
Jilotepec,Jilotepec de Molina EnrÌquez,11828,19.95412,-99.53352,
Tlajomulco de Z˙Òiga,Lomas de San AgustÌn,11836,20.52322,-103.46573,
Maltrata,Maltrata,11842,18.81195,-97.27637,
Santa Ana,Santa Ana,11864,30.53455,-111.12243,
Ojuelos de Jalisco,Ojuelos de Jalisco,11881,21.8664,-101.58942,
Acatic,Acatic,11890,20.77817,-102.90903,
Huehuetoca,Huehuetoca,11948,19.82823,-99.20333,
San Blas Atempa,San Blas Atempa,11959,16.32821,-95.22312,
Venustiano Carranza,Venustiano Carranza,11987,20.11246,-102.65645,
Toluca,Cacalomac·n,12001,19.25133,-99.70341,
Angel R. Cabada,Angel R. Cabada,12033,18.59402,-95.44706,
Tepalcingo,Tepalcingo,12053,18.59581,-98.84632,
Gonz·lez,EstaciÛn Manuel (⁄rsulo Galv·n),12077,22.72979,-98.31825,
San Salvador Huixcolotla,San Salvador Huixcolotla,12148,18.91618,-97.77463,
Ixtlahuaca,San Pedro los BaÒos,12149,19.66463,-99.83,
San Gabriel Chilac,San Gabriel Chilac,12149,18.33305,-97.34619,
Nanacamilpa de Mariano Arista,Ciudad de Nanacamilpa,12177,19.49694,-98.53829,
Tarimoro,Tarimoro,12188,20.28513,-100.75442,
Huixquilucan,Magdalena Chichicaspa,12193,19.41656,-99.32478,
Ixtlahuaca,San Bartolo del Llano,12227,19.59132,-99.74462,
Chalco,San Marcos Huixtoco,12229,19.29503,-98.86405,
Zinacantepec,San Juan de las Huertas,12253,19.24722,-99.75722,
Venustiano Carranza,Villa L·zaro C·rdenas (La Uno),12253,20.46378,-97.7056,
Xicohtzinco,Xicohtzinco,12255,19.17231,-98.24321,
Villanueva,Villanueva,12269,22.35751,-102.88267,
Tijuana,Villa del Prado,12303,32.40927,-116.96731,
Texcoco,Villa Santiago Cuautlalpan,12336,19.43462,-98.90528,
Cuil·pam de Guerrero,Cuil·pam de Guerrero,12360,16.99132,-96.78406,
La Paz,Lomas de San Sebasti·n,12372,19.37764,-98.9244,
Soledad de Doblado,Soledad de Doblado,12398,19.04596,-96.42161,
Bochil,Bochil,12404,16.99584,-92.89674,
Tecalitl·n,Tecalitl·n,12411,19.4691,-103.30763,
Tlajomulco de Z˙Òiga,La Tijera,12425,20.58138,-103.44043,
Chalco,Santa MarÌa Huexoculco,12456,19.25682,-98.81842,
Juan C. Bonilla,Santa MarÌa Zacatepec,12466,19.11737,-98.36091,
Tototl·n,Tototl·n,12516,20.54014,-102.79358,
San Antonio la Isla,San Antonio la Isla,12525,19.16148,-99.56655,
Tempoal,Tempoal de S·nchez,12526,21.52244,-98.38821,
Mexicali,Progreso,12557,32.58916,-115.58076,
El Fuerte,El Fuerte,12566,26.41611,-108.61795,
Gabriel Zamora,LombardÌa,12610,19.15664,-102.05429,
Maxcan˙,Maxcan˙,12621,20.5851,-90.00168,
Ayala,San Pedro Apatlaco,12630,18.79001,-98.95896,
Isla Mujeres,Isla Mujeres,12642,21.23458,-86.73316,
Temascalcingo,Temascalcingo de JosÈ MarÌa Velasco,12698,19.92212,-100.00791,
Oluta,Oluta,12709,17.92865,-94.8936,
Salamanca,Valtierrilla,12713,20.53473,-101.12708,
Charcas,Charcas,12748,23.12862,-101.11677,
Yecapixtla,Juan Morales,12756,18.81645,-98.92143,
Tula de Allende,San Marcos,12779,20.0289,-99.34172,
San MartÌn de las Pir·mides,San MartÌn de las Pir·mides,12812,19.70338,-98.83284,
Veracruz,Fraccionamiento Geovillas los Pinos,12840,19.21143,-96.2286,
General Plutarco ElÌas Calles,Sonoita,12849,31.86672,-112.84353,
ValparaÌso,ValparaÌso,12919,22.77381,-103.57256,
Villa de Tututepec de Melchor Ocampo,RÌo Grande o Piedra Parada,12943,16.01489,-97.43357,
San Juli·n,San Juli·n,12949,21.00512,-102.17889,
La Paz,San Sebasti·n Chimalpa,12951,19.38409,-98.95443,
Guasave,Adolfo Ruiz Cortines,12978,25.70518,-108.71637,
Nicol·s Romero,VeintidÛs de Febrero,13021,19.61594,-99.35013,
Balanc·n,Balanc·n,13030,17.80561,-91.53591,
MedellÌn,Fraccionamiento Puente Moreno,13037,19.10249,-96.15747,
MulegÈ,Guerrero Negro,13054,27.96847,-114.03994,
Tonal·,Centro de ReadaptaciÛn Social,13071,20.554444,-103.193611,
BahÌa de Banderas,BucerÌas,13098,20.75545,-105.32919,
Santa MarÌa del RÌo,Santa MarÌa del RÌo,13099,21.80545,-100.73776,
Tianguistenco,Santiago Tianguistenco de Galeana,13106,19.17298,-99.46825,
Chalco,San Gregorio Cuautzingo,13138,19.25393,-98.85866,
Culiac·n,Eldorado,13197,24.32423,-107.36581,
Cuautlancingo,San Lorenzo Almecatla,13217,19.14541,-98.23668,
Tepetlixpa,Tepetlixpa,13239,19.02832,-98.81775,
Zimap·n,Zimap·n,13243,20.73944,-99.38053,
Colotl·n,Colotl·n,13256,22.11326,-103.26665,
San Marcos,San Marcos,13282,16.79474,-99.3859,
AsunciÛn Nochixtl·n,AsunciÛn Nochixtl·n,13284,17.46236,-97.22613,
Celaya,San Miguel Octopan,13303,20.57349,-100.74802,
Filomeno Mata,Filomeno Mata,13304,20.1985,-97.70412,
Tepatitl·n de Morelos,Capilla de Guadalupe,13308,20.8289,-102.58957,
QuerÈtaro,Juriquilla,13309,20.7076,-100.45887,
Tl·huac,San AndrÈs Mixquic,13310,19.22643,-98.95895,
Jalacingo,Jalacingo,13310,19.80804,-97.30466,
Cadereyta de Montes,Cadereyta de Montes,13347,20.69195,-99.82131,
Coquimatl·n,Coquimatl·n,13358,19.2072,-103.80684,
Comonfort,Empalme Escobedo,13384,20.67078,-100.74925,
Tlaxcala,Santa MarÌa Acuitlapilco,13386,19.28266,-98.2381,
Mazatl·n,Villa UniÛn,13404,23.18883,-106.21169,
Paso del Macho,Paso del Macho,13413,18.97132,-96.72398,
L·zaro C·rdenas,La Mira,13415,18.03391,-102.32601,
AscensiÛn,AscensiÛn,13456,31.09017,-107.99971,
Etzatl·n,Etzatl·n,13513,20.76845,-104.07948,
Miguel Auza,Miguel Auza,13551,24.28967,-103.45005,
Cotija,Cotija de la Paz,13560,19.80919,-102.70096,
Morelia,Morelos,13565,19.64383,-101.23933,
Coyuca de BenÌtez,Coyuca de BenÌtez,13566,17.0117,-100.08329,
Poncitl·n,Poncitl·n,13581,20.37674,-102.92776,
Lerma,San Pedro Tultepec,13634,19.26841,-99.51216,
Cuitl·huac,Cuitl·huac,13651,18.81471,-96.72651,
GutiÈrrez Zamora,GutiÈrrez Zamora,13651,20.45342,-97.08954,
Yahualica de Gonz·lez Gallo,Yahualica de Gonz·lez Gallo,13655,21.17674,-102.8876,
Aldama,Aldama,13661,22.91925,-98.07596,
Puebla,Santa MarÌa Xonacatepec,13673,19.08991,-98.10161,
UniÛn Hidalgo,UniÛn Hidalgo,13683,16.47742,-94.83289,
San Pedro Pochutla,San Pedro Pochutla,13685,15.74481,-96.46742,
Yautepec,La Joya,13715,18.88349,-99.12095,
Lerma,Santa MarÌa Atarasquillo,13769,19.32815,-99.46714,
Benito Ju·rez,Villa Ju·rez,13770,27.12935,-109.83629,
Villa de Zaachila,Vicente Guerrero,13794,16.92754,-96.69686,
Tlacolula de Matamoros,Tlacolula de Matamoros,13821,16.95504,-96.47473,
Apaxco,Apaxco de Ocampo,13836,19.96995,-99.17433,
Milpa Alta,San Salvador Cuauhtenco,13856,19.19707,-99.09309,
PurÈpero,PurÈpero de Ech·iz,13856,19.9071,-102.00243,
San Jacinto Amilpas,San Jacinto Amilpas,13860,17.09337,-96.7561,
Acala,Acala,13889,16.55779,-92.80829,
Tijuana,Villa del Campo,13906,32.50876,-116.7369,
Santiago Miahuatl·n,Santiago Miahuatl·n,13909,18.54187,-97.44111,
Cuer·maro,Cuer·maro,13948,20.62221,-101.67582,
Tlajomulco de Z˙Òiga,Fraccionamiento Real del Valle (El ParaÌso),13949,20.54887,-103.36398,
Manuel Doblado,Ciudad Manuel Doblado,13956,20.73088,-101.95041,
Villa de Zaachila,Villa de Zaachila,13959,16.94941,-96.75424,
Sayula de Alem·n,Sayula de Alem·n,13980,17.88109,-94.96058,
Trancoso,Trancoso,14021,22.73759,-102.36636,
RuÌz,RuÌz,14050,21.95168,-105.14169,
Ezequiel Montes,Ezequiel Montes,14053,20.66413,-99.89911,
Compostela,Las Varas,14077,21.17882,-105.13698,
QuerÈtaro,San JosÈ el Alto,14094,20.65197,-100.38202,
Pueblo Viejo,An·huac,14116,22.20139,-97.85859,
Tepoztl·n,Tepoztl·n,14130,18.98732,-99.09255,
Tenancingo,Tenancingo de Degollado,14174,18.96432,-99.59321,
Jalpa,Jalpa,14199,21.64084,-102.97814,
Pichucalco,Pichucalco,14212,17.51533,-93.11017,
Cajeme,Pueblo Yaqui,14234,27.3544,-110.03218,
Tlaxcoapan,Tlaxcoapan,14241,20.09175,-99.22006,
Cher·n,Cher·n,14245,19.68461,-101.9543,
El Carmen Tequexquitla,Villa de El Carmen Tequexquitla,14249,19.32478,-97.65198,
Mariano Escobedo,Palmira,14256,18.88282,-97.11144,
Atoyac,General Miguel Alem·n (Potrero Nuevo),14287,18.89446,-96.79703,
BahÌa de Banderas,San Vicente,14324,20.75382,-105.2529,
Salvador Escalante,Santa Clara del Cobre,14359,19.39877,-101.64166,
Tihuatl·n,Tihuatl·n,14417,20.71674,-97.53687,
Macuspana,Benito Ju·rez (San Carlos),14451,17.83395,-92.53064,
Tecuala,Tecuala,14511,22.40085,-105.4583,
Guachochi,Guachochi,14513,26.82306,-107.07429,
Jiutepec,Progreso,14525,18.88242,-99.14692,
Cocula,Cocula,14548,20.36407,-103.82364,
Veracruz,Las Amapolas,14553,19.15162,-96.20171,
Tula de Allende,El Llano,14559,20.06018,-99.3195,
Suchiate,Ciudad Hidalgo,14606,14.67802,-92.15528,
Juan RodrÌguez Clara,Juan RodrÌguez Clara,14628,17.99382,-95.40108,
Quiroga,Quiroga,14669,19.66276,-101.52346,
Tlaxcala,Tlaxcala de XicohtÈncatl,14692,19.31654,-98.23731,
Loreto,Loreto,14724,26.01565,-111.34733,
Nuevo Parangaricutiro,Nuevo San Juan Parangaricutiro,14772,19.41712,-102.12712,
Tlalmanalco,Tlalmanalco de Vel·zquez,14786,19.20573,-98.80119,
Tizayuca,Haciendas de Tizayuca,14787,19.873611,-98.9625,
Cerritos,Cerritos,14804,22.43049,-100.28369,
Tlaxco,Tlaxco,14806,19.62343,-98.11897,
Coronango,Santa MarÌa Coronango,14859,19.12072,-98.30736,
Puebla,San Miguel Canoa,14863,19.152,-98.09982,
Nextlalpan,Santa Ana Nextlalpan,14871,19.74337,-99.07896,
Tizap·n El Alto,Tizap·n el Alto,14877,20.16266,-103.04816,
Chemax,Chemax,14885,20.65555,-87.93648,
Benito Ju·rez,Alfredo V. Bonfil,14900,21.0818,-86.85553,
Oteapan,Oteapan,14925,17.99661,-94.66906,
CalkinÌ,CalkinÌ,14934,20.36662,-90.04909,
Pueblo Viejo,Benito Ju·rez,14990,22.20511,-97.83517,
Tuxpan,Alto Lucero,15011,20.95372,-97.44225,
Ocotl·n de Morelos,Ocotl·n de Morelos,15016,16.79144,-96.67193,
Xalatlaco,Xalatlaco,15043,19.18119,-99.41964,
Tec·mac,Fraccionamiento Social Progresivo Santo Tom·s Chiconautla,15061,19.65772,-98.99654,
TangancÌcuaro,TangancÌcuaro de Arista,15068,19.89005,-102.21058,
TÈcpan de Galeana,TÈcpan de Galeana,15119,17.21651,-100.62816,
Santa MarÌa Huatulco,Crucecita,15130,15.76854,-96.13922,
Tetla de la Solidaridad,Tetla,15161,19.44913,-98.09908,
CiÈnega de Flores,CiÈnega de Flores,15162,25.96335,-100.16952,
Mexicali,Puebla,15168,32.56778,-115.34654,
Villa Hidalgo,Villa Hidalgo,15182,21.67575,-102.58749,
Tepalcatepec,Tepalcatepec,15221,19.18405,-102.84842,
Jaltenco,Alborada Jaltenco,15235,19.66415,-99.06753,
Tepeapulco,Tepeapulco,15244,19.78568,-98.54932,
Coscomatepec,Coscomatepec de Bravo,15252,19.07301,-97.04779,
MartÌnez de la Torre,Independencia,15297,20.05529,-97.0535,
Ayutla de los Libres,Ayutla de los Libres,15370,16.96652,-99.09727,
Chalco,San Mateo Huitzilzingo,15389,19.23165,-98.92327,
Juan Aldama,Juan Aldama,15431,24.29031,-103.39297,
Perib·n,Perib·n de Ramos,15434,19.52504,-102.41815,
Madera,Madera,15447,29.19192,-108.13589,
Santiago Tuxtla,Santiago Tuxtla,15459,18.46755,-95.30133,
C·rdenas,C·rdenas,15469,21.99955,-99.64108,
Tijuana,Las Delicias,15486,32.405062,-116.943077,
Venustiano Carranza,Venustiano Carranza,15496,16.33871,-92.56024,
Milpa Alta,San Pablo Oztotepec,15507,19.18218,-99.07225,
Ahualulco de Mercado,Ahualulco de Mercado,15512,20.70051,-103.97387,
Libres,Ciudad de Libres,15536,19.46425,-97.6908,
Corregidora,Venceremos,15538,20.54968,-100.39871,
Texcoco,Santa MarÌa Tulantongo,15584,19.53965,-98.8729,
Zinacatepec,San Sebasti·n Zinacatepec,15592,18.33796,-97.24159,
Elota,La Cruz,15657,23.92372,-106.89428,
Jalpa de MÈndez,Jalpa de MÈndez,15695,18.17325,-93.06806,
Toluca,Santiago Tlacotepec,15853,19.22556,-99.67156,
ZinapÈcuaro,ZinapÈcuaro de Figueroa,15875,19.85855,-100.82778,
Tec·mac,Tec·mac de Felipe Villanueva,15911,19.71007,-98.97032,
ArmerÌa,Ciudad de ArmerÌa,15923,18.93848,-103.96616,
El Salto,San JosÈ del Castillo,15946,20.51249,-103.23917,
Vicente Guerrero,Vicente Guerrero,15982,23.72962,-103.98275,
San MartÌn Texmelucan,San Rafael Tlanalapan,15998,19.28857,-98.47176,
Rosario,El Rosario,16001,22.99212,-105.86342,
Juchitepec,Juchitepec de Mariano Rivapalacio,16021,19.09992,-98.87943,
Coatzacoalcos,Fraccionamiento Ciudad Olmeca,16074,18.15168,-94.55382,
Santiago Tulantepec de Lugo Guerrero,Santiago Tulantepec,16078,20.0463,-98.35598,
Tepatlaxco de Hidalgo,Tepatlaxco de Hidalgo,16085,19.08067,-97.97213,
San Francisco de los Romo,San Francisco de los Romo,16124,22.07419,-102.26913,
Huejotzingo,Santa Ana Xalmimilulco,16125,19.21123,-98.37923,
LeÛn,Medina,16166,21.1521,-101.61888,
Izamal,Izamal,16195,20.93313,-89.02094,
Magdalena,Magdalena,16214,20.91243,-103.96828,
Teopisca,Teopisca,16240,16.54452,-92.47719,
Teolocholco,Teolocholco,16240,19.24138,-98.19203,
Tultitl·n,AmpliaciÛn San Mateo (Colonia Solidaridad),16250,19.6097,-99.14727,
El Salto,San JosÈ el Verde (El Verde),16275,20.56319,-103.27954,
Ensenada,L·zaro C·rdenas,16294,30.53296,-115.93606,
Acatl·n,Acatl·n de Osorio,16307,18.20786,-98.04427,
TamuÌn,TamuÌn,16318,22.0079,-98.77675,
Tlaltenango de S·nchez Rom·n,Tlaltenango de S·nchez Rom·n,16396,21.78086,-103.29965,
Zinacantepec,San Antonio Acahualco,16442,19.27111,-99.7723,
Guadalupe Victoria,Guadalupe Victoria,16506,24.44454,-104.1214,
Almoloya de Ju·rez,San Francisco Tlalcilalcalpan,16509,19.29471,-99.77346,
Hidalgo,Hidalgo,16524,25.97275,-100.4531,
Nochistl·n de MejÌa,Nochistl·n de MejÌa,16562,21.36685,-102.84036,
Cacahoat·n,Cacahoat·n,16572,14.99539,-92.16591,
Ario,Ario de Rosales,16595,19.20772,-101.70486,
YajalÛn,YajalÛn,16622,17.17609,-92.33296,
An·huac,An·huac,16628,27.23797,-100.14138,
Suchiapa,Suchiapa,16637,16.62311,-93.10003,
Los Reyes de Ju·rez,Los Reyes de Ju·rez,16683,18.95124,-97.80033,
Tlaltizap·n,Santa Rosa Treinta,16691,18.6942,-99.18355,
Ozumba,Ozumba de Alzate,16700,19.03963,-98.79577,
Mexicali,San Felipe,16702,31.00954,-114.83772,
Mineral de la Reforma,La Providencia Siglo XXI,16747,20.06174,-98.71576,
Yecapixtla,Yecapixtla,16811,18.87981,-98.85961,
Salinas,Salinas de Hidalgo,16821,22.62079,-101.71158,
La Magdalena Tlaltelulco,La Magdalena Tlaltelulco,16834,19.28009,-98.18811,
Pijijiapan,Pijijiapan,16917,15.6823,-93.21318,
Tezoyuca,Tezoyuca,16933,19.599,-98.90911,
M˙zquiz,Pala˙,16970,27.8929,-101.4166,
Mexicali,Ciudad Guadalupe Victoria (KilÛmetro Cuarenta y Tres),17119,32.28689,-115.1057,
Atenco,San Salvador Atenco,17124,19.55552,-98.91558,
Jamay,Jamay,17204,20.2949,-102.70943,
Quecholac,Palmarito Tochapan,17213,18.90311,-97.63917,
Amozoc,Casa Blanca,17262,19.04072,-98.11632,
San Salvador El Seco,San Salvador el Seco,17263,19.13723,-97.64058,
Tres Valles,Tres Valles,17299,18.2374,-96.13672,
Cuautitl·n Izcalli,Huilango,17399,19.68128,-99.25585,
Huitzuco de los Figueroa,Ciudad de Huitzuco,17475,18.3017,-99.33187,
Progreso de ObregÛn,Progreso,17486,20.24827,-99.18909,
Axochiapan,Axochiapan,17508,18.50255,-98.75305,
Heroica Ciudad de Tlaxiaco,Heroica Ciudad de Tlaxiaco,17543,17.26744,-97.67728,
Compostela,Compostela,17573,21.23965,-104.89905,
Tultepec,Santiago Teyahualco,17594,19.66151,-99.13279,
San Pedro Cholula,Santiago Momoxpan,17622,19.07641,-98.27691,
Ixtapan de la Sal,Ixtapan de la Sal,17640,18.84313,-99.67918,
El Salto,El Quince (San JosÈ el Quince),17669,20.54758,-103.26832,
Tizayuca,Don Antonio,17736,19.86904,-98.93598,
Tec·mac,Santa MarÌa Ajoloapan,17784,19.75775,-98.96108,
Mapastepec,Mapastepec,17931,15.44404,-92.89574,
Emiliano Zapata,Tres de Mayo,17966,18.85937,-99.21058,
Carlos A. Carrillo,Carlos A. Carrillo,17989,18.37105,-95.74492,
Toluca,San AndrÈs Cuexcontitl·n,18005,19.35305,-99.61931,
Cihuatl·n,Cihuatl·n,18164,19.24016,-104.56502,
Zacoalco de Torres,Zacoalco de Torres,18172,20.22339,-103.56866,
Altepexi,Altepexi,18217,18.36987,-97.29712,
Tijuana,Villa del Prado 2da SecciÛn,18226,32.42302,-116.96851,
Tulum,Tulum,18233,20.19287,-87.44062,
Santiago Ixcuintla,Santiago Ixcuintla,18241,21.8143,-105.20755,
GarcÌa,Villas del Poniente,18246,25.77478,-100.43242,
Milpa Alta,Villa Milpa Alta,18274,19.19387,-99.02461,
GarcÌa,Parque Industrial Ciudad Mitras,18312,25.78871,-100.44422,
Centro,Ocuiltzapotl·n,18312,18.13067,-92.86101,
Tlaquiltenango,Tlaquiltenango,18334,18.637,-99.16415,
Corregidora,San JosÈ de los Olvera,18406,20.55362,-100.41614,
QuerÈtaro,Santa Rosa J·uregui,18508,20.73889,-100.44945,
Aldama,Juan Aldama,18642,28.8036,-105.94583,
Xico,Xico,18652,19.42181,-97.00463,
Arcelia,Arcelia,18685,18.32127,-100.28256,
Frontera Comalapa,Frontera Comalapa,18704,15.66005,-92.14234,
Lerdo de Tejada,Lerdo de Tejada,18715,18.62428,-95.51417,
Tamazula de Gordiano,Tamazula de Gordiano,18787,19.68436,-103.24477,
Las Rosas,Las Rosas,18817,16.36444,-92.36914,
Cuautepec de Hinojosa,Cuautepec de Hinojosa,18835,20.03706,-98.3222,
Jocotepec,Jocotepec,18852,20.28195,-103.42966,
Jojutla,Jojutla,18867,18.61512,-99.17989,
Paracho,Paracho de Verduzco,18868,19.64449,-102.05104,
MatÌas Romero AvendaÒo,MatÌas Romero AvendaÒo,18944,16.87308,-95.03128,
La Antigua,JosÈ Cardel,19092,19.36835,-96.37024,
Acaponeta,Acaponeta,19140,22.49811,-105.36518,
